,data_1,data_2,data_3
80455,2.9536307,1.3034343,1.1086178
80456,3.549925,1.3614165,0.6588638
80457,3.298448,1.331482,0.40882537
80458,2.949135,1.3236839,1.0598081
80459,3.5212293,1.2563437,0.40838316
80460,3.507387,1.226718,0.21655154
80461,2.782071,1.235058,0.8253979
80462,2.9775608,1.3026468,1.0649531
80463,3.5568466,1.3484584,0.4222699
80464,3.5571985,1.3249259,-0.021351092
80465,3.0191133,1.3630302,1.0680217
80466,3.5230002,1.3353765,0.45095325
80467,3.2879536,1.4488403,0.39018434
80468,3.1813862,1.543786,0.68000454
80469,2.9147131,1.2040862,1.0547442
80470,3.5192976,1.3304853,0.45212063
80471,3.4333994,1.4023609,0.5262987
80472,2.9462469,1.1792653,1.0542796
80473,3.515449,1.3227372,0.4312338
80474,3.328508,1.2632953,0.49996755
80475,3.0416718,1.5484375,0.81617355
80476,2.969011,1.1779461,0.9896493
80477,3.5964792,1.431877,0.47597408
80478,3.418753,1.3965926,0.49444228
80479,2.9693146,1.1822804,1.0135833
80480,3.6175063,1.4415996,0.3832007
80481,3.3564348,1.2820113,0.3587757
80482,3.0615077,1.4904981,0.765565
80483,2.9865582,1.1768516,1.0503374
80484,3.625468,1.3985294,0.4678336
80485,3.4436517,1.3857337,0.5385507
80486,3.0081372,1.2491896,1.1097983
80487,3.4322522,1.4381245,0.53115875
80488,2.9104462,1.4726793,0.8874556
80489,2.963196,1.1747547,1.0511271
80490,3.5497677,1.2948177,0.37401074
80491,3.4704883,1.4226933,0.4316856
80492,2.9448204,1.2421716,1.0334389
80493,3.5209496,1.3086087,0.4839062
80494,3.446261,1.443321,0.5347561
80495,3.4356906,1.3768264,0.65487427
80496,2.9269307,1.2814481,1.0400367
80497,3.5176046,1.3306862,0.43960866
80498,3.2191558,1.3159666,0.3500007
80499,2.9234622,1.3386459,1.0683081
80500,3.5047069,1.401621,0.7738863
80501,3.3305128,1.3500813,0.48202628
80502,3.1269143,1.2953548,0.9895881
80503,2.8874252,1.3200117,1.0327096
80504,3.387158,1.2962594,0.40964532
80505,3.3543172,1.1457541,0.35361683
80506,2.9876246,1.2477326,1.0332447
80507,3.364715,1.3047959,0.40707138
80508,3.3858795,1.1687359,0.37575567
80509,3.0264087,1.3347368,0.96595305
80510,2.9394782,1.2807885,1.0432256
80511,3.3641775,1.2649293,0.35060674
80512,2.9571333,1.1671449,0.97649366
80513,3.239742,1.3791733,0.30084226
80514,2.889654,1.3684669,0.76115245
80515,2.9770894,1.1941876,0.97269535
80516,3.3662443,1.3022403,0.404651
80517,3.3605983,1.4763918,0.5200133
80518,2.9795027,1.2863605,1.0413396
80519,3.3699758,1.3074436,0.40390483
80520,3.3351104,1.5753654,0.36140552
80521,3.110363,1.573868,0.83698845
80522,2.9719234,1.2221447,0.99212414
80523,3.4045773,1.2811687,0.36202466
80524,3.2622073,1.3209188,0.30234146
80525,2.965657,1.2454289,1.0246702
80526,3.3648708,1.3003029,0.40637994
80527,3.363173,1.4269646,0.49581864
80528,3.0006154,1.2032888,0.98885274
80529,3.0583446,1.3313869,1.1058753
80530,3.3652582,1.2757502,0.42420724
80531,3.5099645,1.5540746,0.3005185
80532,3.0171645,1.3288438,1.077126
80533,3.1626158,1.2018437,0.3718488
80534,3.595839,1.5757279,0.13012527
80535,3.0438952,1.4403365,0.81258196
80536,3.4456196,1.2895514,1.0082214
80537,3.519575,1.2740809,0.48154166
80538,3.6073368,1.2508452,0.41959813
80539,3.741043,1.5257758,0.60955817
80540,3.211381,1.3029624,0.59334457
80541,3.1546066,1.4853721,1.0945504
80542,3.6513853,1.3046424,0.39434814
80543,3.4782333,1.5470675,0.5690443
80544,3.1710813,1.4807522,1.1101266
80545,3.6395388,1.3075829,0.4556502
80546,3.6009862,1.5406681,0.12946664
80547,3.089571,1.3529698,0.7836971
80548,3.188324,1.4872495,1.1430664
80549,3.7161944,1.4292529,0.38884613
80550,3.5375633,1.5141488,0.46790943
80551,2.9601963,1.5035769,1.0412543
80552,3.5957534,1.3129293,0.492531
80553,3.5448773,1.4611356,0.18204331
80554,2.9664435,1.4844029,0.7510238
80555,2.9247181,1.4999869,0.98500854
80556,3.6237085,1.2803576,0.46121162
80557,3.8623283,1.5044242,0.6372348
80558,3.2275102,1.4313364,1.0441765
80559,3.6473858,1.2498499,0.45604816
80560,3.7235868,0.6671063,1.0519844
80561,3.0759397,1.4010952,0.7485137
80562,3.2477336,1.4637258,0.74502724
80563,3.6698484,1.244063,0.23533012
80564,3.6067443,1.5430516,0.29031113
80565,3.5276291,1.4157664,0.32823196
80566,3.1866636,1.2594987,0.9492082
80567,3.354803,1.409733,1.0041053
80568,3.657387,1.2829331,0.26525918
80569,3.5691757,1.4687179,0.7036125
80570,3.4668334,1.4147235,0.919518
80571,3.7222648,1.3472279,0.3885581
80572,3.1119554,1.4234684,0.5423064
80573,3.4745505,1.4930992,0.80451703
80574,3.9064105,1.397854,0.29560488
80575,3.455147,1.5515307,0.59089166
80576,3.6789777,1.1751201,0.29469183
80577,3.885445,1.3273418,0.3160281
80578,3.2807233,1.4037839,0.41292572
80579,3.4637403,1.4449232,0.56083524
80580,3.7219715,1.474932,0.16160344
80581,3.864199,1.4233935,0.32165354
80582,3.5207083,1.4110436,0.7206387
80583,3.8089428,1.4684635,0.19904889
80584,3.919144,1.4101024,0.35208306
80585,3.3101993,1.4044256,0.52099496
80586,3.4522839,1.5087738,0.6369445
80587,3.799761,1.3638091,0.20151973
80588,3.8827183,1.3878243,0.3568985
80589,3.4078715,1.5365676,0.59402007
80590,3.7324543,1.4067708,0.32093257
80591,3.9044824,1.3661814,0.37392673
80592,3.5034556,1.4766254,0.66797227
80593,3.4053624,1.4343854,0.52375084
80594,3.7555332,1.4295142,0.54943895
80595,3.8510587,1.3232541,0.42351493
80596,3.4507353,1.4883512,0.6815517
80597,3.7966585,1.4265343,0.3924008
80598,3.8531055,1.2662939,0.353048
80599,3.1455052,1.4710168,0.48924422
80600,3.431045,1.3838778,0.65182316
80601,3.7637703,1.4321493,0.28701147
80602,3.851756,1.3201089,0.37443072
80603,3.369878,1.3446968,0.67644805
80604,3.7553613,1.4416955,0.31677833
80605,3.9078996,1.3313302,0.33341938
80606,3.128763,1.4506996,0.5168449
80607,3.8471649,1.4996254,0.17224005
80608,3.8496258,1.3268789,0.3776824
80609,3.3233294,1.3486086,0.7257904
80610,3.8456001,1.2729992,0.3394155
80611,3.205494,1.4758701,0.5378805
80612,3.8948677,1.5223455,0.0749746
80613,3.8384545,1.3155257,0.37683448
80614,3.3327503,1.4080814,0.7392433
80615,3.787631,1.4723008,0.19809002
80616,3.873262,1.2970945,0.38738126
80617,3.188402,1.4748011,0.5215607
80618,3.3611696,1.3951533,0.7054264
80619,3.8797715,1.5351174,0.101948716
80620,3.8253555,1.2967008,0.3835174
80621,3.8860688,1.5334017,0.07043669
80622,3.8421376,1.3072575,0.37814164
80623,3.176193,1.4192711,0.51611036
80624,3.4322245,1.4763196,0.5208863
80625,3.8780246,1.5546776,0.13442282
80626,3.841962,1.2850853,0.36027962
80627,3.3775187,1.4230701,0.77228504
80628,3.8480754,1.2927728,0.38311446
80629,3.2195408,1.487649,0.54459316
80630,3.4294555,1.4424622,0.46920848
80631,3.91697,1.5247251,0.087665826
80632,3.8405993,1.2795429,0.37775916
80633,3.4149542,1.4646899,0.5796943
80634,3.8898427,1.5324394,0.047031548
80635,3.819767,1.2974615,0.41799253
80636,3.2290695,1.4800355,0.54365164
80637,3.362333,1.3612736,0.65701365
80638,3.8756626,1.5356473,0.13980308
80639,3.8297372,1.2916355,0.36763114
80640,3.913543,1.5255486,0.058676526
80641,3.871005,1.2724502,0.34161448
80642,3.178404,1.4513243,0.44941902
80643,3.362805,1.3941706,0.73569566
80644,3.8785336,1.5434707,0.022403786
80645,3.83477,1.3145416,0.40007436
80646,3.3603897,1.3874098,0.7098469
80647,3.916631,1.5156624,0.11428867
80648,3.8394027,1.2786286,0.3880264
80649,3.2013695,1.4851522,0.4442206
80650,3.3623455,1.3944473,0.7518445
80651,3.7373586,1.4206592,0.42980102
80652,3.8334146,1.2799064,0.42800912
80653,3.361442,1.3935759,0.74823827
80654,3.8970478,1.5267228,-0.001996741
80655,3.8232656,1.2936131,0.39979303
80656,3.2010558,1.458209,0.5196467
80657,3.5103538,1.5485169,0.6659388
80658,3.8727949,1.4668499,0.18754965
80659,3.837917,1.3465197,0.41180354
80660,3.4943175,1.5317593,0.75458944
80661,3.8043873,1.4122802,0.16281992
80662,3.8415668,1.271869,0.3702871
80663,3.1848538,1.4323668,0.4834066
80664,3.3834336,1.3726693,0.7557797
80665,3.9143326,1.524032,0.073529914
80666,3.8399525,1.275365,0.38279334
80667,3.4062972,1.3916459,0.72035825
80668,3.8852286,1.4987452,0.05487852
80669,3.8231966,1.2959353,0.406873
80670,3.1993139,1.4631917,0.5964917
80671,3.3643868,1.3745489,0.6929074
80672,3.8569055,1.5510907,0.13064918
80673,3.8403177,1.2789812,0.36736256
80674,3.3698516,1.3946788,0.66343343
80675,3.9004283,1.5132692,0.048370034
80676,3.8636117,1.3095634,0.3755241
80677,3.1597633,1.4478765,0.37334025
80678,3.3609173,1.3949797,0.75703984
80679,3.922701,1.5024905,-0.0062390864
80680,3.8403194,1.3079594,0.37189722
80681,3.3946528,1.3940088,0.76020443
80682,3.8863928,1.5267402,0.066778705
80683,3.852864,1.3259971,0.36557198
80684,3.227476,1.4649885,0.53884417
80685,3.3861196,1.3980806,0.7435199
80686,3.911694,1.484678,0.049173206
80687,3.8602107,1.2842512,0.39584455
80688,3.3811069,1.4539847,0.71560645
80689,3.8250723,1.4431885,0.17117658
80690,3.8261168,1.2937535,0.3864343
80691,3.2061996,1.463074,0.5000576
80692,3.3429508,1.3982435,0.7457178
80693,3.84466,1.4903224,0.20718682
80694,3.8555207,1.2621473,0.36439896
80695,3.3626444,1.3970344,0.74548584
80696,3.8237731,1.4154621,0.1928888
80697,3.8363535,1.3148177,0.3970148
80698,3.2036474,1.4572853,0.4623939
80699,3.4635718,1.4918921,0.5335776
80700,3.8214273,1.4440513,0.16045196
80701,3.8500626,1.2939833,0.41690737
80702,3.4433737,1.4812369,0.5030235
80703,3.8912368,1.4234643,-0.012003131
80704,3.8230665,1.295311,0.40183654
80705,3.1851883,1.4288361,0.49645662
80706,3.383544,1.4512608,0.56870806
80707,3.8825638,1.5083504,0.08470656
80708,3.870937,1.2993367,0.40978038
80709,3.339452,1.366697,0.7667733
80710,3.8656356,1.4681928,0.15790877
80711,3.8283515,1.3188013,0.4522435
80712,3.183653,1.4606767,0.48585126
80713,3.3620129,1.3941284,0.7299392
80714,3.8394606,1.469451,0.1823393
80715,3.8397152,1.2745799,0.37939045
80716,3.4921122,1.5807489,0.64727867
80717,3.8327355,1.4910712,0.3544125
80718,3.8408616,1.2750565,0.37482226
80719,3.180029,1.4928473,0.5539526
80720,3.3452609,1.3960006,0.7054012
80721,3.8834748,1.5359371,0.08753889
80722,3.837519,1.2836547,0.3918821
80723,3.502371,1.5308411,0.67659587
80724,3.7811577,1.4764897,0.39653447
80725,3.8228967,1.2959559,0.40582192
80726,3.229841,1.4729898,0.53656495
80727,3.4484255,1.512785,0.57727724
80728,3.862872,1.5378075,0.03463691
80729,3.8650372,1.3087093,0.37687424
80730,3.5005336,1.535204,0.603372
80731,3.8075454,1.4714904,0.21656513
80732,3.8689194,1.2777574,0.3617028
80733,3.2123363,1.4435143,0.5598656
80734,3.4857638,1.518889,0.6509735
80735,3.8321762,1.4719974,0.20770338
80736,3.8378222,1.3068761,0.37696338
80737,3.3430235,1.4168645,0.6433916
80738,3.7969859,1.4431043,0.3007033
80739,3.86627,1.2810694,0.3638654
80740,3.1865046,1.4404436,0.5468392
80741,3.3617947,1.3890421,0.70073855
80742,3.8869345,1.5400053,0.043809485
80743,3.8580313,1.259091,0.3410925
80744,3.3583162,1.3976742,0.77854276
80745,3.9139824,1.5033207,0.02429149
80746,3.8353708,1.2812768,0.390274
80747,3.165557,1.4202424,0.35679543
80748,3.339328,1.4319891,0.71335137
80749,3.908426,1.5127141,-0.009073056
80750,3.8411574,1.2803229,0.3669603
80751,3.4866393,1.555422,0.56949276
80752,3.835528,1.471779,0.20229402
80753,3.8228006,1.2957141,0.4151085
80754,3.2058172,1.5113949,0.5187678
80755,3.3620405,1.4215294,0.7220381
80756,3.8183608,1.4728644,0.3228463
80757,3.8516386,1.2930082,0.37800908
80758,3.337617,1.3826274,0.6797438
80759,3.8311832,1.4682404,0.20076837
80760,3.858142,1.2894657,0.34040144
80761,3.1609201,1.4253155,0.48723516
80762,3.3745809,1.4004116,0.77167153
80763,3.8377876,1.4439999,0.19956249
80764,3.382868,1.4240829,0.72800225
80765,3.8017795,1.4667741,0.33600536
80766,3.8569918,1.2589569,0.34500036
80767,3.1962023,1.4296312,0.5827283
80768,3.3414872,1.388747,0.6752014
80769,3.886044,1.5377254,0.046346415
80770,3.8588755,1.317263,0.40462664
80771,3.3858101,1.3918148,0.6910164
80772,3.834297,1.4762354,0.22252229
80773,3.853069,1.2856691,0.43202907
80774,3.263356,1.4873778,0.5938896
80775,3.3248558,1.4077119,0.749542
80776,3.8119612,1.4770362,0.22692026
80777,3.8629518,1.2833061,0.38305187
80778,3.3497105,1.3891267,0.5919243
80779,3.8074229,1.4362947,0.21038796
80780,3.8563497,1.292647,0.34866378
80781,3.2206385,1.4880065,0.5451146
80782,3.3581774,1.4192243,0.6961298
80783,3.804396,1.4146522,0.16947627
80784,3.8531663,1.2927912,0.36181515
80785,3.809731,1.4731426,0.21861136
80786,3.8497899,1.2540705,0.375699
80787,3.1606436,1.4287044,0.48662218
80788,3.3432982,1.3893069,0.65565777
80789,3.8956256,1.5372547,0.09588545
80790,3.8604782,1.2786144,0.41421
80791,3.4522963,1.4927436,0.5738038
80792,3.8156254,1.4684685,0.15938783
80793,3.8672168,1.2812119,0.3523457
80794,3.2348151,1.4598353,0.4886845
80795,3.331352,1.410516,0.7025364
80796,3.901792,1.4936229,0.024280244
80797,3.8478477,1.299175,0.40069467
80798,3.3840845,1.4220287,0.6724331
80799,3.8532126,1.2938275,0.36028224
80800,3.1875932,1.4356531,0.5286331
80801,3.4477754,1.5281886,0.5949869
80802,3.889567,1.5003474,0.0310505
80803,3.8735762,1.2992488,0.39618972
80804,3.4565523,1.4957039,0.54060656
80805,3.8096454,1.4721678,0.19729164
80806,3.8497121,1.2949401,0.3858569
80807,3.1620579,1.4285696,0.4729292
80808,3.3962033,1.4394163,0.5698337
80809,3.7974255,1.436591,0.14641707
80810,3.8643374,1.3098104,0.37819988
80811,3.868532,1.4877435,0.059038628
80812,3.8512783,1.2940688,0.3656422
80813,3.2196784,1.4620879,0.5767276
80814,3.3395476,1.3862218,0.6800958
80815,3.8294802,1.4704943,0.22700568
80816,3.8499682,1.3262309,0.3679447
80817,3.3538568,1.3954331,0.57058907
80818,3.9011323,1.5269265,0.030541992
80819,3.8269596,1.2959037,0.38278204
80820,3.2093282,1.4846039,0.6233482
80821,3.468571,1.5480475,0.6736692
80822,3.8044033,1.4802595,0.21471334
80823,3.847498,1.2971902,0.4011435
80824,3.5029092,1.5596132,0.72535425
80825,3.8306973,1.4579431,0.38420597
80826,3.8468187,1.2979456,0.40622097
80827,3.1995656,1.4878243,0.44962496
80828,3.5418375,1.5286388,0.7526323
80829,3.8613586,1.4675809,0.17872688
80830,3.8573232,1.2931886,0.3502512
80831,3.402643,1.3464282,0.67736447
80832,3.8226635,1.4511559,0.23481259
80833,3.8359847,1.2852533,0.3998658
80834,3.1542826,1.4482018,0.42665434
80835,3.3635893,1.3467841,0.64037704
80836,3.851193,1.2633905,0.3854733
80837,3.4196203,1.4680134,0.70677465
80838,3.8549602,1.4670504,0.21432741
80839,3.851343,1.2714388,0.37351072
80840,3.2648273,1.4850274,0.5848589
80841,3.3933184,1.4340652,0.5312374
80842,3.751398,1.3834972,0.3528088
80843,3.843744,1.2771964,0.3992798
80844,3.3927054,1.4391289,0.52303034
80845,3.9711015,1.5241967,0.09273831
80846,3.8413653,1.24277,0.37151715
80847,3.1552064,1.4247754,0.5499055
80848,3.361717,1.345567,0.6630459
80849,3.8410687,1.4116268,0.21101645
80850,3.3838046,1.3761545,0.662107
80851,3.8132448,1.4425211,0.21824229
80852,3.170429,1.4823029,0.5256017
80853,3.3671372,1.3891747,0.5043382
80854,3.8980715,1.5000082,-0.035870064
80855,3.8519552,1.2364063,0.36432394
80856,3.3850086,1.3722681,0.62428737
80857,3.9035442,1.4789622,-0.1309179
80858,3.2377944,1.4848849,0.4814981
80859,3.3642938,1.3967755,0.58890855
80860,3.8636613,1.4676894,0.1764498
80861,3.8501537,1.2702531,0.37124652
80862,3.8476737,1.4715337,0.25815877
80863,3.864066,1.2575277,0.35618797
80864,3.2484093,1.4584769,0.47060716
80865,3.8391209,1.4432516,0.20792626
80866,3.8623877,1.2788668,0.39004707
80867,3.8773818,1.489204,0.054620206
80868,3.8475857,1.2712591,0.39071977
80869,3.2462914,1.4608672,0.48608685
80870,3.477688,1.4329513,0.36457357
80871,3.901523,1.4863865,0.042695552
80872,3.8564515,1.3145415,0.37104103
80873,3.4578297,1.4717184,0.5156077
80874,3.8794127,1.4810442,0.013990747
80875,3.8418865,1.243936,0.36766687
80876,3.2510383,1.4317405,0.47608113
80877,3.4076698,1.3935125,0.5943741
80878,3.8963473,1.4448291,-0.066446565
80879,3.4147336,1.3643026,0.5523231
80880,3.8272183,1.4679875,0.23772003
80881,3.8644946,1.2450458,0.37539616
80882,3.277184,1.4382666,0.51867604
80883,3.4136617,1.3629849,0.5546782
80884,3.869582,1.4691578,-0.0061697643
80885,3.8735402,1.2113988,0.3314754
80886,3.4297729,1.3943084,0.5979078
80887,3.8888595,1.5023571,0.040904038
80888,3.8390846,1.2453876,0.39092728
80889,3.261817,1.4591202,0.52956057
80890,3.4047117,1.3867807,0.59025425
80891,3.850346,1.5168574,0.14306238
